10000 30000
1818 1007 84
5831 4705 22
1519 2030 25
4178 787 60
9027 7300 20
8115 5938 29
5316 6156 22
8769 1243 13
9255 3634 79
6165 4197 59
3763 7411 5
5515 3989 54
7445 4812 53
6622 3127 10
402 972 16
5067 1291 23
410 2924 73
2367 1627 61
2157 1630 63
3742 4288 64
114 5668 92
5626 7698 59
5431 4066 28
2558 7046 5
8289 2044 87
4913 7971 53
5943 1633 60
5016 6998 4
6132 7541 2
3945 2012 9
159 2623 10
8248 5600 37
8132 6440 10
6646 3626 22
7949 1437 48
7556 5657 90
6189 6693 77
5468 1239 85
6473 4393 81
8857 2950 2
5636 3656 73
9084 701 56
8610 4247 20
312 6203 40
6905 889 67
3420 3341 40
8937 9253 99
7937 688 53
3381 3364 54
6386 3584 37
8476 9428 43
2408 2326 86
3082 8078 9
3267 691 76
1538 367 15
7817 7573 14
1347 4602 10
8244 3203 23
3964 1826 62
1427 5760 73
1186 6437 38
1319 6474 58
523 2974 47
8567 3708 17
2178 543 24
1472 5132 36
886 467 13
3826 3695 47
2980 1865 36
9532 8083 65
450 4364 22
759 1929 64
4763 1857 5
1829 669 78
6186 3283 1
5554 1362 69
4152 5585 2
431 8395 74
285 160 53
3073 2402 93
786 702 16
3966 6871 93
5142 2465 51
5975 1027 35
8558 3695 40
1195 157 28
6823 8528 19
1545 1261 26
8367 1254 22
126 5902 70
6503 4148 95
1 8717 95
4790 1551 37
1206 9596 25
1933 1960 68
8585 3142 74
3744 8754 99
7314 8443 58
5425 3594 64
7721 2880 4
7830 9905 27
5759 7074 19
6467 1169 95
9547 9487 83
5484 78 16
9954 5066 63
2249 542 5
7363 6220 25
122 3862 36
1846 992 74
2529 910 44
9743 9692 99
6853 2556 92
9723 9656 64
4358 2375 31
4133 1764 25
4758 7050 99
5559 4375 81
5197 3092 41
7380 4730 4
7941 7234 22
2262 8126 19
3741 9447 71
7302 1379 38
3628 5501 68
8017 9605 78
8277 3059 33
6321 237 79
6953 422 80
2207 3467 36
5881 4343 18
4390 2525 61
4157 2720 11
2284 2707 75
7200 9803 81
4307 7257 9
7491 6784 50
2600 4908 86
5104 1065 39
3199 2607 82
9415 4477 21
5820 3279 35
4872 1755 70
8956 5824 86
5022 3362 75
7218 631 58
3793 4188 62
7277 5813 22
1576 1301 53
1207 888 62
8451 7739 33
6242 2633 100
3365 7704 65
9371 6841 42
5551 1023 91
7729 2234 33
3615 129 13
357 281 9
2157 6121 10
5055 1598 59
8455 9926 67
678 5857 71
2574 4006 14
4233 4810 32
5616 3779 30
1601 1271 97
6740 8675 43
4960 2171 13
8856 7853 21
5767 1435 75
2197 4054 52
912 333 1
829 9930 59
7644 2742 23
4062 570 73
8291 4073 66
8430 8483 58
3491 247 56
5261 4983 84
2636 1554 97
9611 7939 76
8810 3747 58
9312 6758 11
5235 5120 77
2753 5771 38
5506 7006 65
9615 2218 76
6098 1676 48
519 5470 72
6831 3222 68
4479 9356 65
2782 38 89
6204 5350 35
2791 4487 39
6577 4505 44
7357 9632 54
2294 8588 24
8064 4555 45
6470 3268 71
5799 3397 17
7197 1637 4
4919 4018 25
3422 8103 30
5673 4114 82
8210 7534 40
7701 2782 16
3740 5434 58
1828 4657 18
6949 1364 16
460 2640 17
184 115 79
9845 9821 79
3887 4211 11
6501 354 19
4262 3722 37
8418 364 5
947 888 37
1031 5077 10
273 178 74
598 66 72
952 8253 49
2818 3650 69
5837 9943 27
6479 9046 86
4648 734 41
6543 8219 6
9762 842 63
8466 5627 92
8333 426 90
6647 5389 21
6327 2212 52
6500 7856 43
9866 3013 100
3695 3203 99
1632 3502 59
5722 7335 81
3424 3737 96
205 4450 62
2896 3889 38
3217 3119 31
9820 4999 84
7870 6550 69
1102 30 49
3539 1375 58
9062 6741 42
4345 9576 64
2236 3064 7
6442 6542 54
4595 51 65
19 8500 31
7551 711 19
4011 1647 43
3118 5115 72
4416 702 67
6775 1083 94
3884 1652 65
8371 8860 51
4375 9097 100
5397 1991 3
6449 7388 90
3861 2950 23
4141 3557 66
2651 2488 1
1226 3058 10
5674 4651 42
7849 1251 43
1285 9043 40
3934 2923 99
6204 8456 15
7104 1463 3
8059 5609 19
5956 816 23
8617 5144 66
5729 2654 7
953 197 70
5459 1886 89
13 4 15
948 584 19
7227 5648 74
7557 5095 88
7543 5089 16
2545 9925 20
5074 476 74
9789 9095 30
7396 6382 33
9253 508 13
778 7321 92
2518 1246 78
7724 349 70
6592 7687 73
8806 4658 35
6 7148 52
5744 3782 84
3012 5199 61
3615 7154 32
9149 7446 98
8824 4535 29
7986 893 24
601 517 81
3476 381 66
4100 7749 87
8738 621 52
2843 2221 89
3573 863 49
1802 8469 52
3855 2468 50
6031 5 81
4734 976 73
6703 432 38
4664 8308 94
2950 906 76
9363 5864 98
5557 6981 84
5616 5173 74
4493 53 58
1582 9122 42
2665 2530 61
524 7746 73
6086 4414 39
9852 3076 25
8233 1028 65
6568 6252 83
182 6573 4
3674 7875 30
8714 1166 89
7778 3767 5
258 7846 35
3169 2629 64
4836 2593 86
2836 919 18
7496 4278 99
359 259 33
2605 1254 23
3821 2826 25
404 9207 46
7143 1070 79
7715 5475 71
7199 3554 87
5624 3214 94
9791 1159 11
6488 7853 65
4921 2379 29
6479 2194 10
9952 2628 80
2093 9199 49
4913 3388 78
917 2473 32
6545 5361 46
9057 8524 41
4940 3371 21
8143 6241 57
8279 787 13
7452 7117 90
2279 4525 98
3093 684 30
9841 6544 77
5357 1426 58
784 4409 8
2025 4018 8
3103 913 73
3592 3919 60
3982 64 15
627 545 99
1496 1198 4
3921 8702 52
3266 3551 35
701 2226 16
805 652 44
616 7852 59
932 302 74
8900 5423 25
9969 2599 39
8804 1470 75
3740 1672 85
8481 5780 5
731 692 89
6089 2471 26
9512 7643 24
4894 8160 45
777 38 84
489 9101 60
7478 6005 65
2268 1640 76
2122 7482 80
387 337 67
4982 6748 20
5252 2870 39
1069 12 72
4941 675 23
7453 1532 70
7952 1716 34
8954 6221 5
2627 1845 45
6407 2366 22
9651 3844 77
9236 6241 26
9034 1461 40
9591 774 18
9844 1605 2
8462 4205 72
7969 3784 86
6481 4894 46
617 452 95
7522 673 23
3150 6986 77
740 398 55
1636 8014 65
8987 6072 69
8298 2171 79
2756 1198 64
4180 1380 94
6587 5064 5
6155 7926 98
8103 2447 2
5868 8410 84
6232 3193 56
2985 1460 13
927 4324 74
4161 2390 29
3178 3042 99
5342 3836 51
3280 3914 52
6983 1276 76
4091 3682 35
1501 1671 51
97 2419 24
3679 1197 86
1404 1063 62
7477 8263 43
3076 6779 19
6830 1223 68
4784 7150 100
6126 808 64
5687 5048 5
2890 4793 52
9235 6837 28
7984 4570 13
3349 2606 81
9689 7883 62
3070 6081 86
5921 3081 65
7628 8653 45
3676 4359 23
1913 6749 59
5978 8197 54
7076 3197 56
6896 2985 9
6796 5876 65
8574 2804 34
3812 497 30
8417 7036 38
7402 5281 75
2459 7243 56
9211 6791 87
7333 6592 52
3409 7560 37
744 4250 5
6436 7716 8
1314 5417 67
5896 6790 47
3767 9236 18
5632 2279 98
4530 1183 35
1664 9593 86
5641 2170 74
9344 3536 26
6739 3313 68
5769 8284 26
9685 4304 60
9117 8069 33
1716 3580 62
4617 9484 49
5734 598 20
241 3675 78
4431 4474 39
2303 1932 4
7799 1686 63
1990 2644 64
8336 6593 30
404 460 15
747 6371 17
5991 2693 29
5820 8201 75
810 318 20
5971 4697 8
6990 944 37
9769 2816 89
9336 291 30
7959 5993 47
3841 3763 78
9786 7656 16
8670 3516 65
9854 6560 89
9876 914 31
6954 8392 92
7102 4538 58
7622 1784 19
5639 9688 84
5720 106 4
5780 4026 16
6383 3812 51
1649 2681 71
4385 5417 76
2113 39 75
4315 7588 94
693 6219 98
8881 9497 56
1946 860 40
8682 5149 30
9109 6252 85
7280 3592 45
2248 3705 11
8337 3450 28
353 3176 88
8696 2776 19
9429 2149 93
7133 494 9
1323 8396 51
599 395 75
5818 1014 17
3981 9375 9
6391 1506 60
7826 1399 8
5395 6329 100
9068 1138 52
4701 3784 74
8298 5492 8
8717 1203 61
6419 88 37
1912 8057 85
6569 9825 64
6064 46 20
364 334 98
4802 7380 80
1302 9623 69
7155 5673 88
2496 2162 56
4728 3100 51
7043 931 25
3972 2692 40
2576 8809 54
8141 6505 73
68 309 30
4628 2683 1
6777 6791 72
8218 7469 26
7934 2248 42
3502 8688 51
9739 4253 20
1321 7841 74
9679 1078 37
2839 1979 32
9927 373 87
4188 6758 91
1823 8469 97
9645 7514 97
9486 8754 96
6945 9168 81
2744 3802 33
6104 1861 73
1358 6872 98
5675 1640 2
7383 4381 75
4300 83 9
5769 3787 41
6659 972 97
8379 457 25
8271 1165 86
7250 9506 13
4604 3973 12
2407 8836 39
1757 7129 49
3277 7406 52
1228 166 32
9891 3253 11
6477 4388 33
2994 910 68
210 9151 51
7937 6678 64
8034 6444 15
4060 2926 18
4595 1512 63
378 6894 57
7019 3022 8
1812 6285 38
5966 7276 93
1635 7006 3
8389 7968 93
8508 3373 71
5305 1902 16
1377 302 19
8607 1035 53
3714 2866 49
6012 2434 63
1817 2902 85
7372 8314 11
6161 5194 50
6202 1034 34
6744 4088 40
8988 3292 22
2275 9955 24
8110 2696 100
4907 4773 42
3790 8128 29
2621 805 95
5561 4555 83
6978 3309 39
7118 1577 32
7304 8109 37
9893 6047 60
7298 2588 75
5200 71 80
6209 1442 74
6634 1021 28
1800 1611 19
4430 9419 15
3294 5347 75
9733 5962 23
1897 1123 15
6701 2619 9
9204 7776 88
7882 270 37
2577 9764 26
3035 39 36
4140 2912 16
1382 9252 100
6819 5122 74
4819 1291 77
2850 3700 20
9087 4490 33
7793 9133 80
4925 7188 40
5929 7748 86
3084 7042 3
7751 5958 100
6798 2283 99
9140 2837 64
8659 3761 31
3477 8711 11
5629 2789 75
6018 4592 38
7299 3588 44
2241 902 30
5924 972 6
6770 3104 9
4143 8187 79
5572 6449 84
5682 3443 62
3245 2028 3
9604 9062 2
7224 3184 78
1412 9074 79
7005 8757 92
1497 9178 82
3801 2765 16
6682 873 92
3547 6851 32
9789 2379 67
3955 7270 31
4003 610 22
9400 1016 17
8703 8269 40
3191 2392 37
911 4710 66
6895 1924 13
3804 4988 80
5768 437 100
814 4644 2
2972 5951 53
9115 1568 77
7497 3379 50
6361 502 40
4000 7282 38
2389 4516 46
5732 4639 1
6861 5067 8
4758 3915 87
6836 5399 53
6196 2117 98
7831 6513 10
3454 5490 23
7295 1034 81
8808 9798 37
7207 4856 17
9732 6087 99
8406 7731 37
136 7040 95
1774 3447 65
6923 9853 65
9248 2738 51
6557 765 92
8806 1858 87
2345 936 55
5659 786 64
3733 3706 9
4234 1546 53
2747 8541 66
4318 685 19
5876 2981 13
7519 241 45
5006 3138 57
2586 68 97
7745 112 12
8854 3980 75
6667 6110 69
4295 2245 45
3180 1127 7
3145 3728 74
1743 9667 19
1355 1717 94
8684 5765 99
6060 829 37
2550 3771 63
3748 1247 16
2849 529 22
6994 5724 15
9549 7809 86
1168 789 33
4886 605 15
6457 5191 38
6718 1729 31
4218 8662 31
9923 4378 64
3030 2680 41
4552 8851 65
250 562 78
9164 4478 24
3344 672 22
4583 4412 12
6956 4511 22
7018 164 58
5603 4783 2
4684 5402 9
7280 1125 43
6454 1248 80
3709 1756 8
1898 9803 64
4548 2087 15
4926 8512 27
9356 2433 77
5531 1334 2
6303 8645 34
7414 2807 7
5540 3039 8
7780 4934 1
8800 8394 24
4154 1237 34
7238 456 13
4855 9120 74
5492 1752 1
7498 8176 93
9305 9234 47
4557 414 42
1032 623 32
5323 7524 6
9454 9320 77
4290 8744 59
10000 9500 45
1957 3622 81
5588 4841 69
3533 3394 2
1437 7986 82
7125 1309 76
9720 2924 60
8466 7549 37
6984 8383 3
1925 8334 19
2923 4304 73
4412 3324 94
5000 4682 27
7570 2301 65
8221 1036 87
5300 1671 34
2928 2258 56
2544 1945 84
9019 2475 33
9914 3969 54
4027 1854 11
449 24 86
8493 4550 53
7285 4083 64
8618 173 22
3131 2785 75
2357 933 6
6799 8716 20
9797 8054 37
3521 7902 42
3073 6856 74
2849 9894 47
6505 6413 95
9845 2915 67
8583 7227 68
3256 1881 43
5919 871 31
429 118 97
3406 2226 67
9199 6700 72
7985 5357 39
1355 3456 76
5298 6831 7
7393 3607 33
7451 6403 75
5377 3858 26
3264 1615 44
668 602 7
6738 5685 87
4449 3748 89
4707 1218 84
4471 3276 50
6994 6528 14
5403 7408 86
1749 2098 1
4411 2782 83
1494 8672 46
4473 6127 3
1601 482 52
5720 9947 51
5249 9743 51
4539 652 74
8874 5310 67
9241 433 4
1254 9725 23
7506 1082 14
9242 6960 50
3832 1641 27
4961 769 94
1260 3910 21
5478 9399 95
9429 6549 65
2032 40 1
1340 6659 40
7796 3947 100
8806 1255 10
495 6388 74
1188 9878 16
9138 6 89
2377 5970 63
2236 5107 88
8254 7540 41
2707 599 91
5684 7177 12
3436 1044 42
7104 1521 96
8671 2497 95
2539 2456 42
9080 531 86
4977 1952 71
5222 3773 32
6341 4470 14
5669 4140 64
6241 5754 63
5318 1442 2
6537 658 64
1800 4289 93
5334 3333 32
224 2309 12
7747 1287 84
226 18 81
8352 6573 47
1416 6279 30
8567 4155 97
6240 803 92
7632 2817 87
1776 1157 64
3558 6 22
6393 3529 17
5235 3974 95
8512 1151 1
4607 5862 95
8232 3156 52
6111 6961 29
9588 2569 2
9585 984 31
6372 4899 41
1223 1154 63
8954 9337 95
4795 8117 45
5951 4882 30
523 361 1
1421 6194 54
9360 5900 7
3711 7115 70
5817 9460 1
8592 5404 21
9150 6980 82
8410 2158 12
8583 3013 75
9562 3373 47
9827 8635 8
4752 1369 26
4569 6594 51
9145 7823 88
5666 7730 28
8623 9993 39
8581 1420 83
4567 5190 38
767 7869 2
4606 425 35
6359 4877 3
6241 8533 4
2563 9658 80
861 77 13
8221 631 34
9706 6017 67
1385 2872 15
193 8222 84
8742 4763 48
1077 7262 3
6321 4361 38
1210 7183 83
8756 8393 91
9504 6626 44
6369 9094 3
1632 1085 14
1718 183 81
769 1600 5
9823 3916 86
4093 876 30
7972 7215 22
8787 4895 12
955 452 30
2294 1374 65
7732 6543 53
257 7590 31
6762 3892 46
4849 9277 58
1031 9171 13
2025 1383 79
4611 4788 50
4744 6188 39
9764 1409 54
1993 1556 4
8922 2436 49
1032 1651 75
1702 7319 56
6630 3411 58
2130 7587 33
1875 191 42
387 4820 25
1233 424 81
2865 1872 4
1889 7863 96
2171 1988 93
5150 8191 39
4718 9652 31
9242 4853 94
1414 792 98
8299 1143 27
7697 7331 11
8956 7920 39
2041 306 10
4506 3143 54
542 2175 61
3216 6642 69
8268 3477 100
2517 2342 86
5324 3553 7
3253 454 73
3779 3599 22
4089 2841 76
9596 659 87
6172 537 1
7892 8266 75
8247 7839 13
5403 1780 42
2775 8839 7
3064 4189 83
8484 4948 43
6075 1750 18
4769 6844 40
8597 4837 45
3194 791 20
7141 877 96
3826 2815 55
1153 9417 15
5577 5410 64
1071 9240 84
4730 4528 60
5421 1133 87
626 8572 80
480 6069 3
8220 8862 95
1565 628 30
8207 4787 10
4964 4886 31
7278 6727 25
6648 765 41
6510 3150 28
9469 5230 24
1779 105 50
1566 2770 8
2975 991 37
8138 4462 71
8310 1278 82
5231 1769 74
1321 5973 31
6395 3510 82
2064 1527 73
4849 5838 26
5494 1517 48
2936 8051 15
4129 268 78
2510 5556 66
1029 9280 39
8245 3215 28
2047 2739 91
6034 44 53
2544 5581 85
7983 465 77
3551 4095 100
1166 5506 75
2842 679 99
7712 1284 61
8633 7301 82
8553 3025 73
4991 1734 82
4882 9506 95
8422 98 40
3917 4547 92
1501 4830 23
3356 4187 12
725 9567 73
9290 7816 67
4863 8308 14
4012 2740 86
8690 2691 28
3549 2479 43
6859 3755 50
3439 9605 7
1890 5879 65
5032 4072 24
4672 4237 6
8571 9480 35
8343 9815 75
8131 3209 38
6474 3889 13
2617 286 53
3838 4578 4
3822 865 10
6489 9430 9
1966 1475 1
6172 7194 21
4761 5398 18
4565 4314 3
6991 3830 73
8369 8858 71
5218 127 59
1962 241 31
8807 3517 98
7824 5990 60
1269 1207 91
1312 3250 93
1440 1069 77
5387 2474 46
1849 3302 21
9400 9961 15
4979 9890 90
3907 2921 92
9662 2364 32
8316 3186 28
7760 5825 16
9326 7159 23
3450 7871 80
7977 871 59
9280 642 60
2442 919 15
1254 1007 8
5441 9637 38
4517 7302 9
4634 399 79
8604 1730 4
4236 1473 51
3124 2520 56
4121 4966 48
9151 4175 50
4114 3531 86
5727 2435 24
2890 4652 58
6185 2243 41
863 5926 19
6856 9017 39
2694 1334 30
2819 5749 30
8860 1510 63
2853 3652 53
1708 5109 98
962 4021 11
9372 5189 91
9094 2335 4
1781 8127 13
2164 9949 17
7274 4047 5
6614 336 47
5454 924 16
5669 6495 69
2378 9893 41
6112 6788 29
3535 3245 33
8927 8535 42
3967 1869 45
5444 666 22
3717 2782 50
8515 1876 50
4079 2389 60
2388 2216 79
4893 3336 86
5158 292 10
7700 5005 43
3995 1302 17
2847 5190 65
269 201 49
9784 3416 34
7146 9232 15
3464 4023 43
2800 2336 6
1317 1085 47
4309 3787 75
4645 3004 100
5699 4853 5
1374 5336 97
887 654 44
1606 7789 65
1098 1121 17
7577 6607 92
2618 1348 79
1937 14 31
1051 794 33
5658 1816 2
3597 451 96
9451 1240 15
1492 969 3
9558 2129 78
7739 7632 97
6073 2002 5
3314 2778 88
228 24 5
8476 3760 60
8975 8163 24
9217 3019 1
8422 4265 37
9370 3765 96
5650 3916 22
2695 5480 4
6908 6416 29
8421 6426 98
9278 7296 29
569 78 92
5166 658 1
998 1611 98
4666 4997 98
7520 3089 72
7498 4239 94
9487 8453 41
5649 2255 100
6797 5731 35
6021 7513 45
3634 1680 83
9407 4043 90
228 2727 78
2219 3355 12
2660 506 75
1679 427 96
2235 9363 60
4040 3879 83
7797 1046 31
680 4759 51
8924 2997 67
3432 4441 74
2974 1494 74
2237 976 25
4339 5865 81
3907 1175 80
2979 9361 59
6863 2966 45
5023 8638 51
6301 4957 73
1652 114 19
3389 169 5
1226 47 15
1197 67 11
8266 6372 77
955 8123 62
1322 2325 77
2528 2519 69
2475 966 30
8212 2496 44
1086 509 88
1575 715 99
3628 9353 96
3252 266 42
5079 937 27
190 8332 67
5007 7211 43
2279 2039 86
1780 187 52
5622 4578 97
7600 9437 7
9275 5226 5
8134 823 70
6396 655 4
4986 2941 77
11 7063 16
6875 3454 21
1300 9377 78
8410 4688 97
3 3403 34
7212 8059 93
697 4651 74
4790 3870 86
7782 5411 49
1568 279 27
547 395 73
7096 795 72
7795 9864 41
2285 607 86
4850 3910 13
3798 5907 43
5 8858 81
5129 6181 82
4551 7986 72
8541 2146 25
1880 2478 84
7864 4969 20
6227 9423 83
3466 2290 74
7735 6700 24
6137 4716 38
9049 3832 10
1618 84 59
7552 1777 29
3703 5948 14
6168 2662 37
5117 4256 60
8154 1908 11
6671 1565 7
7424 3374 49
2854 1569 66
742 4673 92
3445 5729 84
135 382 40
4187 8380 44
4811 8069 1
4624 4899 43
521 3880 81
5427 644 97
3153 455 8
715 9026 22
7975 4342 9
412 6048 65
691 380 10
4040 8847 9
36 9710 19
6988 319 68
259 111 5
4081 246 39
8778 3129 36
814 698 16
1311 668 73
5394 4001 76
8226 6411 74
5937 5153 65
5389 4722 78
4812 5593 55
1416 1260 9
3067 1085 34
1059 262 88
9548 8139 42
2841 2289 49
2167 8426 34
4260 4764 91
8306 7418 65
3286 7346 82
6163 5268 23
4097 8090 30
7800 9400 30
3066 7224 66
5615 2320 39
7837 8033 30
8122 1116 98
2937 865 41
3316 1167 27
3884 2119 96
1968 7510 5
2836 658 70
3745 9204 17
3995 7965 24
5109 7147 14
4554 219 2
8749 4036 50
1547 2042 33
1914 2867 97
5721 8586 89
980 9376 65
1283 6822 86
1943 5075 65
9128 3490 85
7044 6517 46
5957 4103 36
2678 1764 53
4717 3425 82
9084 5058 37
437 6601 7
1826 6165 36
8442 9931 60
5137 137 43
1786 1538 57
852 195 62
9817 5940 22
1630 1028 69
6081 5643 21
9759 6051 92
461 2745 1
248 204 2
9034 8028 87
9902 9575 14
7511 6963 39
5419 5009 28
1147 767 5
3984 2321 87
9245 861 57
4151 2393 96
3384 6000 64
2593 2142 98
8864 4551 24
8017 5696 22
6255 108 81
8538 2203 55
3656 2189 78
3425 1994 88
2701 5999 72
1829 6373 93
8027 1581 14
5526 1576 39
280 8663 15
2082 344 62
139 7112 100
4223 3977 70
79 1071 42
1114 2542 42
5158 7481 4
1658 7912 53
2162 2042 90
5177 3069 38
2562 9844 49
2679 888 91
666 22 7
3260 2779 90
4815 9075 34
5316 1576 8
9668 2624 58
4695 113 9
5248 1955 28
4415 9115 48
1432 1403 53
1338 967 35
7930 850 15
3794 2735 41
2471 461 46
9793 7406 54
1317 1225 73
3281 4902 100
3828 250 58
1756 8985 13
756 2934 36
7250 741 47
9578 3033 12
6692 6341 80
5435 679 6
8223 6582 5
5212 4280 41
721 9554 27
8985 2676 50
2717 3836 99
9394 1365 3
865 1332 57
1650 8546 45
9592 2782 8
862 5643 55
2524 981 32
7302 2138 77
8876 4005 99
7655 5360 75
3101 8555 19
6536 141 38
3478 7065 39
762 513 28
6105 7121 26
9709 4738 75
6256 3953 17
6400 868 43
5908 3198 88
9392 6176 57
1689 1863 85
346 4601 41
9993 7152 85
3160 2039 14
869 6310 62
3901 6490 57
6642 982 100
9354 1393 4
7796 1245 90
4162 1616 66
6737 6582 17
7890 5425 89
4785 248 12
1617 4181 75
7906 8354 60
5613 6081 45
364 9880 6
3352 2693 51
24 3297 63
6048 3716 12
3650 533 51
50 27 77
9615 7865 84
664 2670 87
5802 5830 59
8423 7837 48
9288 6612 80
565 4422 81
4965 4762 83
4513 1065 19
8142 8057 90
2115 1759 50
6872 4749 41
8650 4677 61
3097 1796 73
9325 5482 65
4807 4734 15
4437 700 75
3088 7032 15
9590 117 25
2054 3864 73
7120 2432 68
678 9709 70
7583 5487 76
5267 7424 42
8841 7239 86
9321 5285 46
977 7334 67
1747 1289 63
264 105 50
5105 8344 69
384 232 71
6029 5576 40
1239 87 83
1798 3870 31
6399 4198 78
8215 672 7
6032 3002 85
6807 3396 9
1138 6508 77
2696 1683 9
3821 1858 26
2626 5585 65
2744 8358 47
5796 566 9
6837 5609 91
1922 9883 57
8199 9569 25
8332 4867 93
425 3437 13
5028 1941 33
6512 5776 89
4243 338 13
7538 5519 59
2225 2201 51
2498 1950 90
4126 1282 99
194 1898 12
5356 6843 21
1707 303 14
7613 241 32
10000 6562 85
7382 3843 61
2860 2498 14
8353 2199 91
3090 24 56
6648 652 49
2128 7864 77
6126 6599 35
9834 9503 40
317 221 49
1235 932 33
4010 2457 79
7088 426 99
4834 5481 26
3815 3430 81
7864 6550 8
2986 9241 38
8486 7000 93
3750 9378 20
5911 8087 75
5661 3337 94
2941 8681 29
7601 1883 73
5263 9038 47
6788 3501 68
2626 1693 79
4015 2422 67
1759 4688 39
4231 6998 63
6406 3530 39
1389 4522 3
9225 1056 67
3242 1272 21
7834 9475 98
2790 9805 55
166 53 21
9559 7701 49
7950 2549 71
7186 9400 80
2980 293 93
4543 3585 18
6808 677 100
7338 5949 19
8100 3532 69
9603 2489 32
1960 7288 67
3532 8420 13
5842 9545 9
3730 1675 94
4386 2828 7
6154 4241 99
9825 493 89
292 241 90
1051 6938 43
8170 9107 37
5413 3723 49
6588 5728 78
7149 7001 62
2176 6714 61
3900 6381 30
5912 5733 45
8568 9556 50
2458 4715 26
4731 6597 52
4451 887 32
3472 1258 87
4577 9085 5
5360 7248 37
9336 4772 35
2258 5668 27
2973 173 90
5624 2254 53
2248 1555 88
8435 6687 81
9746 48 63
1646 8385 77
7982 9188 90
9214 6382 65
3248 7060 48
7600 4025 17
2786 796 93
5677 4755 47
4346 3703 45
8428 7630 16
8435 1020 63
5190 2059 76
2598 2750 92
9634 8321 26
6222 6402 33
5647 3186 92
7595 1632 63
8534 7304 81
814 4449 37
8128 3262 81
1283 960 65
3947 173 3
7510 1114 12
7051 5889 3
6711 419 18
3959 2686 38
1073 1230 95
403 5875 96
8666 7962 15
2464 1468 22
4278 18 92
3594 389 30
8729 4024 48
2813 2925 45
350 313 47
5412 8411 47
5026 4937 82
2755 2512 53
7145 1074 51
7158 3245 39
8935 5885 63
9478 5706 8
8327 1695 45
1670 7301 15
129 4693 25
8178 8314 40
1285 699 40
8976 3864 91
8532 1377 99
718 9403 75
8206 4555 49
7157 5159 2
7943 8974 23
7244 5579 14
528 875 48
8576 5827 49
4212 3372 98
6887 6641 85
8548 7231 80
8631 4513 70
333 2771 80
9979 6215 31
8249 4858 42
1544 3934 53
3559 4780 68
1625 2906 81
3553 915 12
4718 3660 17
5753 1794 88
3127 1304 1
2449 828 85
5431 942 75
4530 9981 16
8556 1207 1
7625 4912 49
8245 7750 56
8417 8058 98
5892 2552 59
5299 8521 73
7890 5160 22
1892 6087 89
9171 5939 42
4946 3949 21
4534 1534 26
8536 4298 98
2253 7901 84
3544 9144 93
14 5714 54
7733 7470 71
1920 690 89
9223 8259 5
4274 2909 65
5882 8798 45
6494 9736 66
201 72 77
2616 2219 42
7560 1965 21
6757 5251 97
9358 7981 66
644 1960 91
6144 3500 55
8131 4888 1
2905 3805 46
2391 8827 43
4107 9918 74
216 8935 29
487 44 57
714 95 64
9610 5674 97
7115 5964 44
1667 1200 61
6609 8286 20
8555 2730 33
7855 4975 26
9806 576 52
1754 1587 72
1887 1815 26
1208 9195 96
6335 3517 31
8295 4916 35
3606 2102 15
20 6 53
1176 7190 72
85 83 56
2900 4723 73
6480 8917 75
9090 9788 74
2819 2553 87
1415 820 12
1182 7706 36
5123 8888 99
8374 3104 62
2908 1773 57
6841 6807 38
438 198 75
9704 7611 35
2767 1455 35
4588 4368 79
2926 7694 72
9192 3237 8
3738 2823 78
8680 4510 28
5398 2484 100
364 267 63
4114 5553 2
2431 2684 25
9772 7007 15
4735 5670 45
4819 4374 13
4719 7419 35
7692 4389 78
3728 1606 97
6076 5073 93
1500 2715 66
8462 2757 41
3512 6337 16
2264 1251 58
3931 4194 82
1187 9694 30
4356 3509 62
3535 9708 80
2812 5915 24
145 24 57
6669 1190 83
766 9790 33
9568 2452 9
1222 547 38
9492 9563 30
4067 3410 36
3527 815 94
5936 9649 12
8645 752 39
6133 1596 93
7705 1514 56
622 4258 84
1719 3720 55
3771 1183 21
9686 5133 42
1784 1593 14
7154 1973 2
2500 2325 97
6941 7214 63
7637 7093 99
6060 2403 62
302 8271 81
4274 904 25
7550 9816 33
1709 9461 100
3053 3512 50
3936 6151 65
3948 4739 44
2777 6042 57
479 344 38
4136 199 31
1764 3578 96
7209 3677 43
1808 296 6
7460 1353 30
7685 5244 78
234 3347 93
9678 9904 44
9763 7314 22
5665 956 71
1885 331 44
2711 208 84
6896 1345 96
766 3836 58
6160 919 90
1855 567 16
8863 6615 64
